Date,Year,Type,Country,State,Location,Activity,Sex,Age,Fatal Y/N,Time,Source,Fatal,Activity_Categorized
29-Oct-2005,2005,Unprovoked,United States,Florida,"Ponce De Leon Inlet, Volusia County",wading,M,15,N,,"Sentinel, 1-/30/2005",0,Other
25-Oct-2005,2005,Unprovoked,Saint Martin,Simpson Bay,Sunterra Beach,standing,M,55,N,08h00,"M. Levine, GSAF",0,floating/standing
22-Oct-2005,2005,Unprovoked,South Africa,Western Cape Province,Uilenkraalsmond (Near Gansbaai),standing / surfing,M,20,N,Morning,Cape Times,0,surfing
21-Oct-2005,2005,Unprovoked,United States,California,"Klamath River Mouth, Del Norte County",surfing,M,36,N,11h00,"R. Collier, GSAF",0,surfing
19-Oct-2005,2005,Unprovoked,United States,California,"Salmon Beach, Sonoma County",surfing,F,20,N,10h30,"R. Collier, GSAF; Bay City Newswire",0,surfing
15-Oct-2005,2005,Provoked,United States,Florida,"Ponce Inlet, Volusia County",wading,M,15,N,17h55,"S. Petersohn, GSAF; Florida Today, 10/16/2005 ",0,Other
13-Oct-2005,2005,Unprovoked,United States,Hawaii,"Honokowai, Maui",surfing,M,22,N,18h00,Hawaii Department of Land and Natural Resources,0,surfing
11-Oct-2005,2005,Unprovoked,Other/Region,East Wall,Jack Mckenney'S Canyon,scuba diving,F,57,N,15h00,"L.A.Hughes; G. Holt, Scubaradio.com",0,diving
06-Oct-2005,2005,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",treading water/ surfing,M,48,N,16h05,"S. Petersohn, GSAF",0,surfing
03-Oct-2005,2005,Unprovoked,Bahamas,Abaco Islands,Grand Cay,diving,M,35,N,,"E. Ritter, GSAF; A. Armbrister, Freeport News, 10/3/2005",0,Other
01-Oct-2005,2005,Unprovoked,South Africa,Western Cape Province,"Sunny Cove, Fish Hoek",surf-skiing,M,52,N,15h00,"Cape Argus, Cape Times, 10/3/2005",0,surfing
Reported      27-Sep-2005,2005,Unprovoked,Australia,New South Wales,Arakoon'S Little Bay,surfing,M,28,N,,"Macleay Argues, 9/27/2005",0,surfing
24-Sep-2005,2005,Unprovoked,Australia,South Australia,Kangaroo Island,surfing,M,26,N,12h05,"T. Peake, GSAF",0,surfing
23-Sep-2005,2005,Unprovoked,Australia,Western Australia,"Scarborough Beach, Perth",surfing,M,44,N,Morning,"T. Peake, GSAF",0,surfing
20-Sep-2005,2005,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",body surfing,F,68,N,16h30,"C. Creswell, GSAF; K. Galliard,  Sun News, 9/21/2005",0,surfing
11-Sep-2005,2005,Unprovoked,United States,South Carolina,Folly Beach,surfing,M,18,Y,14h00,"Post & Courier, 9/12/2005",1,surfing
07-Sep-2005,2005,Unprovoked,Australia,New South Wales,"Park Beach, Coff'S Harbour",standing,M,15,N,Dusk,"Sydney Morning Herald, 9/9/2005",0,floating/standing
05-Sep-2005,2005,Unprovoked,United States,North Carolina,"North Topsail Beach, Onslow County",wading,F,18,N,15h20,"Clay Creswell, GSAF",0,Other
04-Sep-2005,2005,Unprovoked,Australia,South Australia,"Fishery Bay, Eyre Peninsula",surfing,M,40,N,15h00,"C.Jenkin, Courier-Mail, 9/5/2005",0,surfing
02-Sep-2005,2005,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",standing / surfing,M,62,N,11h10,"S. Petersohn, GSAF",0,surfing
02-Sep-2005,2005,Provoked,Thailand,nan,On Deck Of Fishing Trawler 100 Nautical Miles Offshore,removing shark from net,M,21,Y,,"Africa online, citing the Bangkok Post",1,Other
24-Aug-2005,2005,Unprovoked,Australia,South Australia,Glenelg,scuba diving,M,23,Y,16h10,"Adelaide Advertiser, 8/26/2005",1,diving
24-Aug-2005,2005,Unprovoked,United States,California,"Scripps, Lajolla, San Diego County",surfing,M,37,N,11h00,"R. Collier, GSAF                ",0,surfing
21-Aug-2005,2005,Unprovoked,United States,South Carolina,"34Th Avenue North, Myrtle Beach, Horry County",swimming,M,8,N,Morning,"Clay Creswell, GSAF",0,swimming
19-Aug-2005,2005,Unprovoked,United States,Texas,Crystal Beach (East Of Galveston),walking,M,12,N,20h00,"Clay Creswell, GSAF; Houston Chronicle, 8/20/2005",0,Other
12-Aug-2005,2005,Unprovoked,United States,North Carolina,"Carolina Beach Off Texas Avenue, New Hanover County",surfing,M,16,N,11h30,"C. Creswell, GSAF",0,surfing
6-Aug-2005,2005,Unprovoked,United States,South Carolina,"Isle Of Palms, Charleston County",swimming,M,14,N,09h45,"C. Creswell, GSAF",0,swimming
27-Jul-2005,2005,Unprovoked,United States,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",wading,F,13,N,18h00,"D. Salamone, GSAF",0,Other
23-Jul-2005,2005,Unprovoked,United States,Florida,"Ormond Beach, Volusia County",surfing,M,61,N,11h30,"D. Salamone, GSAF",0,surfing
17-Jul-2005,2005,Provoked,China,Shanghai,"Ocean World, Changfeng Park",scuba diving in aquarium tank,M,24,N,,"Shanghai Star, 7/21/2005",0,diving
15-Jul-2005,2005,Unprovoked,United States,North Carolina,"Holden Beach, Brunswick County",swimming,M,22,N,16h40,"C. Creswell, GSAF",0,swimming
13-Jul-2005,2005,Unprovoked,United States,Texas,"Port Bolivar, Galveston County",holding onto an inflatable boat,F,14,N,13h00,"C. Creswell, GSAF",0,Other
1-Jul-2005,2005,Unprovoked,United States,Florida,"Boca Grande, Lee County",standing,M,19,N,11h30,"E. Ritter, GSAF",0,floating/standing
27-Jun-2005,2005,Unprovoked,United States,Florida,"Cape San Blas, Gulf County",fishing,M,16,N,11h30,"E. Ritter, GSAF",0,fishing
25-Jun-2005,2005,Unprovoked,United States,Florida,"Destin, Walton County",swimming with boogie board,F,14,Y,11h15,"E. Ritter, GSAF",1,swimming
22-Jun-2005,2005,Unprovoked,Vanuatu,Malampa Province,Atchin Island Off Malakula,swimming,F,7,Y,Afternoon,"R.D. Weeks, GSAF; New Zealand Herald, 6/23/2005",1,swimming
20-Jun-2005,2005,Unprovoked,Mexico,Baja California,San Luis Beach,surfing,M,28,N,07h00,http://www.signonsandiego.com/news/mexico/20050622-1621-mexico-sharkattack.html,0,surfing
16-Jun-2005,2005,Unprovoked,United States,Florida,"Howard E. Futch Memorial Park At Paradise Beach, Brevard County",swimming,M,20,N,Afternoon,Local6.com,0,swimming
13-Jun-2005,2005,Unprovoked,South Korea,South Ch'Ungch'Ong Province,Dando/Kaeui Island,diving,F,38,N,,"Korea Times, 6/13/2005 ",0,Other
07-Jun-2005,2005,Unprovoked,United States,South Carolina,"Kiawah Island, Charleston County",boogie boarding,F,11,N,11h30 ,"C. Creswell, GSAF;  N. Kenney, NewsChannel 19",0,boarding
04-Jun-2005,2005,Unprovoked,South Africa,Western Cape Province,Miller'S Point,spearfishing (free diving),M,22,Y,15h45,News24.com; SABC; H. Steele,1,fishing
02-Jun-2005,2005,Unprovoked,United States,Texas,"Mustang Island, Corpus Christi",wading,M,6,N,Morning,KRIS6 News,0,Other
28-May-2005,2005,Unprovoked,United States,Florida,Daytona Beach Shores,swimming,M,33,N,17h30,"Daytona Beach News Journal, 5/29/2005; Orlando Sentinel, 5/30/2005, p.B3",0,swimming
27-May-2005,2005,Unprovoked,United States,Florida,"Sand Key Beach, Clearwater, Pinellas County",crouching in 2' of water,F,28,N,18h30,"D.Wilhoit, The Ledger, 5/29/ 2005",0,Other
25-May-2005,2005,Unprovoked,South Africa,Eastern Cape Province,Kei River Mouth,surfing,M,32,N,11h00,"C. Prince, East London Daily Dispatch, 5/26/2005;  SABC News",0,surfing
15-May-2005,2005,Unprovoked,Australia,Queensland,50 Km East Of Townsville,spearfishing,M,28,N,,"J. Anderson, Townsville Bulletin, 5/21/2005 ",0,fishing
14-May-2005,2005,Watercraft,United States,Hawaii,"North Kihei, Maui",kayaking,,28,N,11h00,Hawaii Department of Land and Natural Resources,0,kayaking
02-May-2005,2005,Sea Disaster,United States,South Carolina,Off Sullivans Island,sea disaster,M,28,N,,"Gaffney Ledger, 5/2/2005",0,Other
02-May-2005,2005,Unprovoked,United States,Hawaii,"Noreiga'S, Maui",surfing,M,47,N,10h30,"T. Hurley, Honolulu Advertiser; L. Fujimoto, Maui News, 5/3/2005 ",0,surfing
25-Apr-2005,2005,Provoked,Australia,New South Wales,Bermagui,fishing,M,25,N,23h00,"Brisbane Courier Mail, 4/26/2005",0,fishing
17-Apr-2005,2005,Unprovoked,Australia,New South Wales,Crookhaven,,,28,N,,"Illawarra Mercury, 4/17/2005",0,Unknown
16-Apr-2005,2005,Unprovoked,Australia,Northern Territory,Bremer Island,spearfishing,M,20,N,,"G. McLean, Northern Territory News; Sunday Territorian, 4/17/2005, p.6",0,fishing
16-Apr-2005,2005,Unprovoked,Australia,New South Wales,Bronte Beach,surfing,M,40,N,06h10,The Sun; Illwarra Mercury; Yahoo News,0,surfing
13-Apr-2005,2005,Unprovoked,United States,Florida,"Crescent Beach, Sarasota County",wading,F,70,N,,Herald Tribune.com,0,Other
07-Apr-2005,2005,Unprovoked,United States,Texas,"Isla Blanca Park, South Padre Island, Cameron County",surfing,M,37,N,19h00,"G. Ferrario; J. Mendoza, Cameron County Parks; The Herald (Brownsville),  4/11/2005",0,surfing
06-Apr-2005,2005,Unprovoked,United States,Florida,"Jacksonville Beach, Duval County",,F,28,N,,WJXT News4Jax.com,0,Unknown
28-Mar-2005,2005,Unprovoked,South Africa,Western Cape Province,Noordhoek,surfing,M,32,N,09h45,"ITN, 3/30/2005",0,surfing
Reported    27-Mar-2005,2005,Unprovoked,Australia,New South Wales,nan,surfing,M,28,N,,"Sunday Age, 3/27/2005",0,surfing
25-Mar-2005,2005,Unprovoked,Venezuela,nan,Punta Caracas,surfing,M,28,N,17h30,"A. Brenneka, GSAF",0,surfing
19-Mar-2005,2005,Unprovoked,Australia,Western Australia,"Wreck Point, Abrolhos Islands",snorkeling,M,26,Y,14h00,"T. Peake, GSAF",1,snorkeling
12-Mar-2005,2005,Provoked,United States,New Mexico,"Albuquerue Aquarium, Albuquerue",diving in aquarium display tank,M,45,N,15h30,"H. Casman; T. Dukart, KOBTV",0,Other
09-Mar-2005,2005,Provoked,New Zealand,North Island,"Waiapu River Mouth , East Cape",fishing,M,28,N,14h00,"R.D. Weeks, GSAF",0,fishing
05-Mar-2005,2005,Unprovoked,Solomon Islands,Santa Isabel Province,nan,diving,M,28,N,,"Solomon Star, 3/9/2005",0,Other
26-Feb-2005,2005,Unprovoked,Australia,Queensland,Brisbane River,swimming,M,18,N,,Queensland Times,0,swimming
22-Feb-2005,2005,Provoked,United States,Florida,"Long Key, Monroe County",spearfishing,M,28,N,,http://www.foldabikes.com/CurrentEvents/Story/Florida.html,0,fishing
16-Feb-2005,2005,Unprovoked,United States,Hawaii,"Rocky Point, North Shore Of O'Ahu",surfing,M,28,N,14h30," R. Collier, GSAF;  T. Winters, Honolulu Advertiser, 2/17/2005 ",0,surfing
13-Feb-2005,2005,Unprovoked,United States,Florida,Fort Lauderdale,spearfishing,M,28,N,,J. Herrera,0,fishing
04-Feb-2005,2005,Unprovoked,Brazil,Bahia,Ilhéus,surfing,M,12,N,,"Orlando Sentinel, 2/5/2005, p.A6",0,surfing
20-Jan-2005,2005,Unprovoked,Cuba,Santiago De Cuba Province,Uvero,swimming,M,19,N,,Cuba News,0,swimming
19-Jan-2005,2005,Provoked,Australia,Victoria,Port Phillip Bay,spearfishing,M,28,N,,Herald Sun News,0,fishing
14-Jan-2005,2005,Provoked,Australia,Victoria,Blairgowrie,attempting to drive shark away from sailing regatta,,28,N,14h00,Herald Sun News,0,Other
08-Jan-2005,2005,Watercraft,New Zealand,North Island,Taupiri Bay,fishing from a kayak,M,39,N,12h00,"R. Collier & R.D. Weeks, GSAF                ",0,fishing
16-Dec-2004,2004,Unprovoked,Australia,South Australia,"West Beach, Adelaide",scurfing (surfboard being  towed behind a boat),M,18,Y,15h15,"P. Kemp & T. Peake, GSAF",1,surfing
11-Dec-2004,2004,Unprovoked,Australia,Queensland,Opal Reef,spearfishing,M,38,Y,13h00,"Weekend Australian, 2/17/2005, et al.",1,fishing
27-Nov-2004,2004,Unprovoked,South Africa,Eastern Cape Province,"Nahoon, East London",surfing,M,20,N,18h00,J. Eager,0,surfing
26-Nov-2004,2004,Unprovoked,South Africa,Eastern Cape Province,Gonubie,playing,M,16,N,,J. Eager,0,Other
15-Nov-2004,2004,Unprovoked,South Africa,Western Cape Province,"Fish Hoek, False Bay",swimming,F,77,Y,07h00,"J.P. Botha, GSAF",1,swimming
11-Nov-2004,2004,Unprovoked,United States,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",surfing,F,38,N,13h30,"R. Collier, GSAF                ",0,surfing
11-Nov-2004,2004,Unprovoked,Vanuatu,Malampa Province,Malakula (Malakula Island),snorkeling,M,28,N,09h00,"R. Harris, M.D., T. Peake, GSAF",0,snorkeling
Nov-2004,2004,Unprovoked,New Caledonia,North Province,Koumac,diving,,28,N,,"Les Nouvelles Caledoniennes, 11/19/2004",0,Other
31-Oct-2004,2004,Unprovoked,Cuba,Camaguey Province,Santa Lucia,diving,M,40,N,14h00,"E. Ritter, GSAF",0,Other
30-Oct-2004,2004,Unprovoked,South Africa,Western Cape Province,Gansbaai,chumming for white sharks,M,52,N,Morning,"J.P. Botha, GSAF",0,Other
21-Oct-2004,2004,Unprovoked,Australia,New South Wales,Stockton Beach,surfing,M,59,N,Afternoon,"The Border Mail, 10/23/2004",0,surfing
10-Oct-2004,2004,Unprovoked,United States,California,"Limantour Beach, Point Reyes National Seashore",surfing,M,28,N,09h30,"R. Collier, GSAF",0,surfing
09-Oct-2004,2004,Unprovoked,United States,Hawaii,Moloka'I,spearfishing,M,34,N,12h40,"The Maui News, 10/10/2004 ",0,fishing
09-Oct-2004,2004,Unprovoked,South Africa,Eastern Cape Province,Jeffrey’S Bay,surfing,M,34,N,Morning,"Sunday Argus, 10/10/2004; W. Steenkamp, Cape Times 10/9/2004",0,surfing
06-Oct-2004,2004,Unprovoked,Reunion,Conservatória District,"P' Tit Paris, Saint-Pierre",body boarding,M,15,N,16h15,Federation Francaise de Surf,0,boarding
02-Oct-2004,2004,Unprovoked,United States,California,"Pismo Beach, San Luis Obispo County",surfing,M,16,N,15h30,"R. Collier, GSAF",0,surfing
01-Oct-2004,2004,Unprovoked,United States,California,"Lifeguard Tower 16, Huntington Beach, Orange County",surfing,M,40,N,14h00,"R. Collier, GSAF",0,surfing
25-Sep-2004,2004,Watercraft,Australia,Queensland,Batt Reef,spearfishing/ filming,,28,N,12h00,"R. Collier, GSAF",0,fishing
20-Sep-2004,2004,Unprovoked,United States,Oregon,Gold  Beach,surfing,M,26,N,09h00,"S. Mead, R. Collier, J. Eager, B. Middleton",0,surfing
08-Sep-2004,2004,Unprovoked,Brazil,Pernambuco,"Pina, Recife",swimming,,28,Y,,JCOnline,1,swimming
04-Sep-2004,2004,Unprovoked,United States,South Carolina,"North Of Apache Pier, Myrtle Beach, Horry County",jumping,F,17,N,15h40,"C. Creswell, GSAF",0,Other
29-Aug-2004,2004,Unprovoked,United States,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",walking,F,38,N,17h30,"T. Jerome, GSAF; Daytona Beach News Journal, 8/31/2004",0,Other
21-Aug-2004,2004,Unprovoked,Brazil,Pernambuco,"Boa Viagem Beach, Recife",bathing,M,24,N,13h00,"P. M. Lopes, GSAF, 8/22/2004",0,swimming
20-Aug-2004,2004,Unprovoked,United States,California,"204S, San Clemente, Orange County",surfing,M,28,N,17h30,"R. Collier, GSAF",0,surfing
15-Aug-2004,2004,Unprovoked,United States,California,"Kibesillah, Mendocino County",diving,M,50,Y,16h00,"R. Collier & L. Levine, GSAF",1,Other
06-Aug-2004,2004,Unprovoked,United States,Florida,"Big Bayou, St. Petersburg, Pinellas County",swimming,M,47,N,20h30,"T. Jerome, GSAF",0,swimming
03-Aug-2004,2004,Unprovoked,Australia,New South Wales,Byron Bay,spearfishing,M,30,N,14h00,"T. Peake, GSAF",0,fishing
Aug-2004,2004,Watercraft,South Africa,Kwazulu-Natal,Park Rynie,fishing,,28,N,,"J. Eager, scubaradio.com",0,fishing
31-Jul-2004,2004,Unprovoked,United States,Florida,"Cocoa  Beach, Brevard County",surfing,F,20,N,13h00,"C. Creswell, GSAF",0,surfing
30-Jul-2004,2004,Unprovoked,Russia,Kuril Islands In The Pacific,"Kunashir Island, 70 Km From Northern Japan",diving & fishing with net,M,28,N,,"M. Gozum & J. Eager, scubaradio.com",0,fishing
28-Jul-2004,2004,Unprovoked,United States,North Carolina,"Rodanthe, Dare County",surfing,F,28,N,17h30,"C.Delneo, C. Creswell, M. Levine, R. Collier, GSAF",0,surfing
27-Jul-2004,2004,Unprovoked,United States,North Carolina,"Carolina Beach, New Hanover County",swimming,F,13,N,17h00,"C. Creswell, GSAF",0,swimming
27-Jul-2004,2004,Unprovoked,United States,Texas,Galveston Island,swimming,F,19,N,16h30,KETK56 News,0,swimming
25-Jul-2004,2004,Unprovoked,United States,Texas,"Bryan Beach, Brazoria County",wading / fishing & carrying a bag of fish,M,11,N,19h30,KRISTV.com,0,fishing
" 19-Jul-2004 Reported to have happened  ""on the weekend""",2004,Watercraft,Australia,Western Australia,"7 Km Off Trigg Surf Beach, Perth",fishing,,28,N,,"Channel 9; Northern Territory News, 7/20/2004, p.10 ",0,fishing
15-Jul-2004 ,2004,Unprovoked,Japan,Wakayama Prefecture,Susami,fishing for squid aboard the trawler shikishima-maru when the shark leapt into the boat,M,51,N,,"Mainichi Shimbun, 7/17/2004 ",0,fishing
10-Jul-2004,2004,Unprovoked,Australia,Western Australia,"Lefthanders Beach, Margaret River",surfing,M,30,Y,14h10,"T. Peake, GSAF",1,surfing
02-Jul-2004,2004,Unprovoked,Egypt,Sinai Peninsula,The Lagoon At Dahab,snorkeling,F,28,N,,"E. Ritter, GSAF; iwindsurf.co.uk",0,snorkeling
02-Jul-2004,2004,Unprovoked,United States,Alabama,"Gulf Shores Beach, Baldwin County",wading,M,7,N,16h40,"C. Creswell, GSAF",0,Other
26-Jun-2004,2004,Unprovoked,United States,California,"San Onofre State Beach, San Diego County",surfing,M,45,N,09h00,R. Collier; GSAF,0,surfing
14-Jun-2004,2004,Unprovoked,United States,Florida,"Disney / Vero Beach, Indian River County",in water with diving seabirds,F,28,N,,Global Lifeguards,0,Other
10-Jun-2004,2004,Unprovoked,Australia,Western Australia,Bunbury,body boarding,M,17,N,Late afternoon,"T. Peake, GSAF",0,boarding
10-Jun-2004,2004,Unprovoked,United States,Florida,"Daytona Beach Shores, Volusia County",swimming,M,8,N,18h00,"T. Jerome, GSAF; Daytona Beach News Journal,, 6/11/2004, p.1C",0,swimming
02-Jun-2004,2004,Unprovoked,South Africa,Western Cape Province,Dyer Island,"swimming, poaching perlemoen",M,21,Y,15h00,"J. Smetherham & B. Ndenze, Cape Times",1,swimming
29-May-2004,2004,Unprovoked,United States,Texas,"Pirate'S Beach, Galveston Island",wading,M,16,N,19h45,J. David,0,Other
23-May-2004,2004,Unprovoked,Brazil,Pernambuco,Piedade Beach,swimming,M,17,N,14h30,"P. M. Lopes, GSAF; JC, 5/24/2004",0,swimming
28-May-2004,2004,Unprovoked,United States,California,"Salmon Creek, Sonoma County",surfing,M,44,N,11h00,"R. Collier, GSAF; B. Connor, Jr.",0,surfing
23-May-2004,2004,Unprovoked,United States,Florida,"St. Augustine, St. John'S County",boogie-boarding / swimming,M,9,N,12h30,News4Jax,0,swimming
22-May-2004,2004,Unprovoked,United States,Florida,"Jacksonville Beach, Duval County",,F,9,N,Afternoon,First Coast News,0,Unknown
22-May-2004,2004,Unprovoked,Brazil,Pernambuco,"Piedade Beach, Recife",wading,F,24,N,16h00,"P.M. Lopes, GSAF, JC, 5/23/2004",0,Other
18-May-2004,2004,Provoked,Bahamas,Abaco Islands,Green Turtle Cay,free diving & spearfishing,M,63,N,15h00,"W. Leander, M. Levine, GSAF",0,fishing
04-May-2004,2004,Unprovoked,United States,Texas,Channel Between South Padre Island & Padre Island National Seashore,tandem surfing,M,28,N,16h30,G. Gore & M. Sturdevant,0,surfing
01-May-2004,2004,Unprovoked,Brazil,Pernambuco,Piedade,swimming,M,22,Y,Afternoon,"JCOnline, 5/2/2004",1,swimming
26-Apr-2004,2004,Unprovoked,Australia,New South Wales,"Latitude Reef, Near Forster",diving,M,28,N,Morning,"T. Peake, GSAF",0,Other
22-Apr-2004,2004,Watercraft,New Zealand,North Island,Motunui,fishing,,28,N,,"T. Peake, GSAF",0,fishing
13-Apr-2004,2004,Unprovoked,Tonga,Nuku'Alofa,30 Nautical Miles Offshore,five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. survivors rescued after  7.5 hours in the water,M,28,Y,,"New Zealand Herald, 4/15/2004",1,fishing
13-Apr-2004,2004,Invalid,Tonga,Nuku'Alofa,30 Nautical Miles Offshore,five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. survivors rescued after  7.5 hours in the water,M,28,Y,,"New Zealand Herald, 4/15/2004",1,fishing
07-Apr-2004,2004,Unprovoked,United States,Hawaii,"Kahana Beach, Maui",surfing,M,57,Y,07h08,"L. Fujimoto, B. Perry & M. Tanji, Maui News ",1,surfing
05-Apr-2004,2004,Unprovoked,South Africa,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",surfing,M,16,N,14h00,"L. Compagno & E. Ritter, GSAF",0,surfing
31-Mar-2004,2004,Unprovoked,United States,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,M,26,N,,"D. Davies, Palm Beach Post, 6/3/2004",0,Unknown
31-Mar-2004,2004,Unprovoked,United States,Florida,"Stuart Rocks, Martin County",surfing,M,20,N,09h00,"T. Jerome, GSAF; Palm Beach Post,  4/1/2004",0,surfing
29-Mar-2004,2004,Unprovoked,Brazil,Pernambuco,Piedade Beach,body boarding,M,22,N,07h30,"P.M. Lopes, GSAF; Diaro, 3/30/2004",0,boarding
28-Mar-2004,2004,Unprovoked,United States,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",surfing,M,28,N,15h00,"J.D. Gallop, Florida Today",0,surfing
27-Mar-2004,2004,Unprovoked,Reunion,Saint-Benoît,Spot De La Gare,surfing,M,20,N,17h00 or 17h40,"Clicanoo, le journal  de l'Ile de la Réunion",0,surfing
27-Mar-2004,2004,Unprovoked,United States,Florida,"Sanibel Island, Lee County",swimming,M,61,N,08h30,"T. Jerome, GSAF",0,swimming
14-Mar-2004,2004,Unprovoked,United States,Hawaii,Punaluu,snorkeling,F,28,N,10h00,Hawaii Department of Land and Natural Resources,0,snorkeling
22-Mar-2004,2004,Unprovoked,New Zealand,North Island,Te Arai Point,spearfishing,M,28,N,12h30,J. Edgar,0,fishing
16-Mar-2004,2004,Unprovoked,United States,Hawaii,"Kalihiwai Beach, Kauai",surfing,M,51,N,07h45,The Hawaii Channel,0,surfing
06-Mar-2004,2004,Unprovoked,Australia,Western Australia,5 Nm Off Cervantes,spearfishing,M,47,N,,"T. Peake, GSAF; Sunday Times (Perth) 3/7/2004, p.19",0,fishing
29-Feb-2004,2004,Unprovoked,Brazil,Pernambuco,"Piedade Beach, Recife",swimming,M,29,Y,15h00,"P. M. Lopez, GSAF; Northern Territory News, 3/2/2004, p.11",1,swimming
26-Feb-2004,2004,Unprovoked,New Zealand,"South Island, Near Karitane North Of Dunedin",South Beach,surfing,M,15,N,19h00,"R.D. Weeks, GSAF; NZ Herald",0,surfing
21-Feb-2004,2004,Unprovoked,Australia,New South Wales,"Taree, Old Bar Beach",swimming,M,28,N,,Manning River Times,0,swimming
14-Feb-2004,2004,Unprovoked,Egypt,nan,"Coral Bay, Sharm-El-Sheikh",snorkeling,M,28,Y,,divernet.com,1,snorkeling
11-Feb-2004,2004,Unprovoked,Australia,New South Wales,Caves Beach,snorkeling,M,22,N,,"T. Peake, GSAF",0,snorkeling
25-Jan-2004,2004,Unprovoked,Australia,Western Australia,Binningup,scuba diving,M,46,N,11h05,"T. Peake, GSAF",0,diving
23-Jan-2004,2004,Unprovoked,Uruguay,Rocha,Ensenada De La Coronilla,surfing,M,21,N,,C.M. Prigioni el al,0,surfing
21-Jan-2004,2004,Unprovoked,Venezuela,Anzoategui,"Playa Colorada Beach, Mochima National Park, Only 200 M West Of Santa Cruz Beach",swimming,M,28,N,14h30,"D. Ramierez, GSAF       ",0,swimming
21-Jan-2004,2004,Unprovoked,Venezuela,Anzoategui,"Santa Cruz Beach, Mochima National Park, 250 Km From Caracas",spearfishing,M,40,N,11h00,"D. Ramierez, GSAF       ",0,fishing
Reported 15-Jan-2004 ,2004,Watercraft,South Africa,Kwazulu-Natal,Ballito,surf skiing,M,28,N,,surfski.co.nz,0,surfing
12-Jan-2004,2004,Unprovoked,Australia,New South Wales,Bushrangers Pass At Bass Point,diving,M,28,N,Midday,"T. Peake, GSAF",0,Other
07-Jan-2004,2004,Unprovoked,South Africa,Eastern Cape Province,"West Beach, Port Alfred",surfing,M,22,N,,"A. Cobb & E. Ritter, GSAF",0,surfing
03-Jan-2004,2004,Sea Disaster,Egypt,Sinai Peninsula,Off Sharm El-Sheikh,air disaster. flash airlines boeing 737 crashed into the red sea,,28,Y,03h00,"Scotsman, 1/4/2004",1,Other
2004,2004,Unprovoked,Australia,Western Australia,Redgate Beach,surfing,M,28,N,Morning,J. Carlsen,0,surfing
31-Dec-2003,2003,Watercraft,South Africa,Kwazulu-Natal,Salt Rock,,,28,N,,Natal Sharks Board,0,Unknown
13-Dec-2003,2003,Unprovoked,United States,Florida,"Melbourne Beach, Brevard County",swimming,M,13,N,13h15,"Florida Today (Melbourne), 12/14/2003",0,swimming
13-Dec-2003,2003,Unprovoked,New Zealand,Cook Islands,Pukapuka Northern Group,swimming / shipwreck,M,45,Y,Night,R. Weeks; Cook Islands Government News Release,1,swimming
08-Dec-2003,2003,Unprovoked,Australia,Victoria,Collendina Beach East Of Ocean Grove,surfing amid a shoal of sharks,M,36,N,09h30,"J. Eager, scubaradio.com",0,surfing
30-Nov-2003,2003,Unprovoked,Australia,Western Australia,Perth? (Margaret River District),swimming,M,28,N,11h30,"J. Eager, scubaradio.com",0,swimming
30-Nov-2003,2003,Unprovoked,Australia,Western Australia,Perth? (Margaret River District),swimming,M,28,N,11h30,"J. Eager, scubaradio.com",0,swimming
27-Nov-2003,2003,Unprovoked,South Africa,Kwazulu-Natal,Sodwana,spearfishing,M,21,Y,>08h00,"E. Ritter, GSAF",1,fishing
22-Nov-2003,2003,Unprovoked,United States,Florida,"Daytona Beach, Volusia County",surfing,F,35,N,15h30,T. Trumbauer,0,surfing
12-Nov-2003 ,2003,Unprovoked,India,Tamil Nadu,"Mahabalipuram Beach, 37 Km South Of Chennai",swimming or surfing,M,35,N,," P.C.V. Kumar; A. Patil, GSAF   ",0,surfing
12-Nov-2003,2003,Unprovoked,United States,Florida,"South Jetty, New Smyrna Beach, Volusia County",surfing,M,24,N,,"S. Petersohn, GSAF",0,surfing
06-Nov-2003,2003,Unprovoked,Egypt,Sinai Peninsula,"Sha’Ab Mahmud, Ras Mohamed Park",snorkeling,M,28,N,,N. Pankratov,0,snorkeling
06-Nov-2003,2003,Unprovoked,South Africa,Kwazulu-Natal,Karridene,surf skiing,,28,N,,Natal Sharks Board,0,surfing
01-Nov-2003,2003,Unprovoked,Australia,New South Wales,"Seal Rocks, North Of Newcastle",standing,M,28,N,Dusk,"The Sun; 11/2/2003, p.9",0,floating/standing
Nov-2003,2003,Provoked,Panama,Pearl Islands,nan,spearfishing,M,28,N,,"J. Eager, scubaradio.com",0,fishing
31-Oct-2003,2003,Unprovoked,United States,Florida,"Ponte Vedra Beach, St. Johns County",surfing,M,18,N,15h00,"D. Dixon, Florida Times-Union, 11/8/2003 ",0,surfing
